file_id,check1,check2,cause,overhead,total,condition,satisfaction,frequency,age,nationality,gender,comment
125,"{""chance_response"":""20%""}","{""donation_use_response"":""None of the above""}",3,2,5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,2,34,American,"{""gender"":""Male""}","{""Q0"":""""}"
126,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1.5,1,2.5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",2,3,25,American,"{""gender"":""Prefer not to say""}","{""Q0"":""""}"
127,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",2,1,3,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,6,47,American,"{""gender"":""Female""}","{""Q0"":""""}"
128,"{""chance_response"":""10%""}","{""donation_use_response"":""To support an advertised cause""}",1,0.5,1.5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",4,1,48,American,"{""gender"":""Male""}","{""Q0"":""""}"
129,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,0.5,1.5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,0,46,PuertoRican,"{""gender"":""Male""}","{""Q0"":""""}"
130,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,3,24,American,"{""gender"":""Female""}","{""Q0"":""""}"
131,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",2,1,3,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,1,31,hispanic,"{""gender"":""Female""}","{""Q0"":""""}"
132,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,6,65,American,"{""gender"":""Female""}","{""Q0"":""""}"
133,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",0.5,0.5,1,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,1,34,American,"{""gender"":""Male""}","{""Q0"":""""}"
134,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",2,2,4,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,6,32,Bangladesh,"{""gender"":""Male""}","{""Q0"":""""}"
135,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",3,6,24,American,"{""gender"":""Female""}","{""Q0"":""""}"
136,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,3,34,American,"{""gender"":""Male""}","{""Q0"":""""}"
137,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",2,0.5,2.5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,6,42,USA,"{""gender"":""Female""}","{""Q0"":""""}"
138,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",1,2,3,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,4,50,American,"{""gender"":""Male""}","{""Q0"":""No, thanks.""}"
139,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,0,34,American,"{""gender"":""Male""}","{""Q0"":""""}"
140,"{""chance_response"":""10%""}","{""donation_use_response"":""To support an advertised cause""}",3,2,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,3,34,American,"{""gender"":""Female""}","{""Q0"":""""}"
141,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,1,39,American,"{""gender"":""Male""}","{""Q0"":""""}"
142,"{""chance_response"":""50%""}","{""donation_use_response"":""None of the above""}",2.5,2.5,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,1,27,American,"{""gender"":""Female""}","{""Q0"":""""}"
143,"{""chance_response"":""20%""}","{""donation_use_response"":""To maintain their necessary expenses""}",2,2,4,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,6,61,American,"{""gender"":""Female""}","{""Q0"":""""}"
144,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,5,59,amrican,"{""gender"":""Female""}","{""Q0"":""thanks""}"
145,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,1,32,American,"{""gender"":""Male""}","{""Q0"":""""}"
146,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,0,78,American,"{""gender"":""Male""}","{""Q0"":""""}"
147,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,4,29,American,"{""gender"":""Female""}","{""Q0"":""""}"
148,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",4,1,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,6,63,American,"{""gender"":""Female""}","{""Q0"":""always help the children, God bless them.""}"
149,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,0,26,american,"{""gender"":""Male""}","{""Q0"":""""}"
150,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0.5,0.5,1,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",1,1,23,American,"{""gender"":""Female""}","{""Q0"":""""}"
151,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",4,5,45,American,"{""gender"":""Female""}","{""Q0"":""""}"
152,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,2,34,American,"{""gender"":""Female""}","{""Q0"":""""}"
153,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",2.5,2.5,5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",4,4,29,AfricanAmerican,"{""gender"":""Female""}","{""Q0"":""""}"
154,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,3,22,American,"{""gender"":""Female""}","{""Q0"":""""}"
155,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",3,2,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,4,39,Americen,"{""gender"":""Male""}","{""Q0"":""""}"
156,"{""chance_response"":""50%""}","{""donation_use_response"":""To support an advertised cause""}",2,1,3,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,3,26,American,"{""gender"":""Male""}","{""Q0"":""No comment""}"
157,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",2,2,31,american,"{""gender"":""Female""}","{""Q0"":""""}"
158,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0.5,1,1.5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",2,1,29,American,"{""gender"":""Male""}","{""Q0"":""""}"
159,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,6,52,American,"{""gender"":""Male""}","{""Q0"":""""}"
160,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1.25,1.25,2.5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,3,52,American,"{""gender"":""Male""}","{""Q0"":""""}"
161,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0.75,0.5,1.25,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",4,4,38,American,"{""gender"":""Female""}","{""Q0"":""""}"
162,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",2,2,22,American,"{""gender"":""Male""}","{""Q0"":""""}"
163,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,1,58,American,"{""gender"":""Male""}","{""Q0"":""None""}"
164,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,5,56,American,"{""gender"":""Female""}","{""Q0"":""""}"
165,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,2,29,American,"{""gender"":""Male""}","{""Q0"":""No comments at this time.""}"
166,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,1,29,American,"{""gender"":""Female""}","{""Q0"":""""}"
167,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,4,78,American,"{""gender"":""Female""}","{""Q0"":""I need every penny I earn on surveys, can't send itt o charities. I have 2 charities I support already.""}"
168,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",2.5,2.5,5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,6,53,American,"{""gender"":""Female""}","{""Q0"":""""}"
169,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",3,2,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,4,21,American,"{""gender"":""Non-binary""}","{""Q0"":""""}"
170,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",2,2,4,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,6,55,African,"{""gender"":""Female""}","{""Q0"":""""}"
171,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",4,1,5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",4,5,60,American,"{""gender"":""Female""}","{""Q0"":""""}"
172,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",4,3,61,American,"{""gender"":""Female""}","{""Q0"":""No comments""}"
173,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,1,69,American,"{""gender"":""Male""}","{""Q0"":""""}"
174,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,3,50,American,"{""gender"":""Female""}","{""Q0"":""""}"
175,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,2,32,American,"{""gender"":""Male""}","{""Q0"":""""}"
176,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,1,32,American,"{""gender"":""Male""}","{""Q0"":""""}"
177,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,4,24,Mexican,"{""gender"":""Female""}","{""Q0"":"":)""}"
178,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,2,27,American,"{""gender"":""Female""}","{""Q0"":""""}"
179,"{""chance_response"":""50%""}","{""donation_use_response"":""All of the above""}",4,1,5,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",5,3,59,American,"{""gender"":""Male""}","{""Q0"":""""}"
180,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",5,3,25,American,"{""gender"":""Male""}","{""Q0"":""None""}"
181,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,6,58,American,"{""gender"":""Female""}","{""Q0"":""""}"
182,"{""chance_response"":""10%""}","{""donation_use_response"":""All of the above""}",0.5,0,0.5,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",4,4,63,American,"{""gender"":""Male""}","{""Q0"":""""}"
183,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",6,0,32,American,"{""gender"":""Male""}","{""Q0"":""n/a""}"
184,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",4,5,34,American,"{""gender"":""Male""}","{""Q0"":""""}"
185,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,0,1,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",3,1,29,American,"{""gender"":""Female""}","{""Q0"":""""}"
186,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",1,1,2,"[""For covering charitable organizations’ operating expense ($)"",""For the cause ($)""]",4,5,51,American,"{""gender"":""Female""}","{""Q0"":""""}"
187,"{""chance_response"":""20%""}","{""donation_use_response"":""All of the above""}",0,0,0,"[""For the cause ($)"",""For covering charitable organizations’ operating expense ($)""]",6,0,33,American,"{""gender"":""Male""}","{""Q0"":""""}"
